t,dur,sbytes,dbytes,sttl,dttl,spkts,dpkts,sload,dload,rate,label,attack_cat,phase_id,is_drift_boundary
28.4,0.26609,544,304,31,29,4,4,12266.52637,6854.823242,26.306888,0,Normal,0,0
28.5,0.001084,146,178,31,29,2,2,538745.375,656826.5625,2767.527704,0,Normal,0,0
28.6,0.004375,568,304,31,29,4,4,778971.4375,416914.2813,1599.999993,0,Normal,0,0
28.7,0.272265,8928,320,31,29,14,6,243615.6094,7845.29834,69.784955,0,Normal,0,0
28.8,0.012868,1540,1644,31,29,16,18,897730.8125,965495.8125,2564.501049,0,Normal,0,0
28.9,1.278537,1580,10168,31,29,12,18,9066.612305,60093.68359,22.682174,0,Normal,0,0
29.0,0.001007,130,162,31,29,2,2,516385.3125,643495.5625,2979.146024,0,Normal,0,0
29.1,0.320258,4352,2872,31,29,26,26,104540.7188,68994.375,159.246612,0,Normal,0,0
29.2,0.94569,1204,556,254,252,16,10,9550.698242,4238.175293,26.435725,0,Normal,0,0
29.3,0.792773,936,556,254,252,16,10,8860.039062,5055.671387,31.534878,0,Normal,0,0
29.4,0.015837,2974,30506,31,29,48,50,1471490.75,15101849.0,6124.897128,0,Normal,0,0
29.5,0.001055,146,178,31,29,2,2,553554.5,674881.5,2843.601894,0,Normal,0,0
29.6,1.839904,2934,3742,31,29,52,54,12513.69629,15970.39844,57.068196,0,Normal,0,0
29.7,0.567369,4840,3080,31,29,28,30,65819.60156,41990.3125,100.463722,0,Normal,0,0
29.8,1.102991,1580,10168,31,29,12,18,10509.60547,69657.86719,26.292146,0,Normal,0,0
29.9,0.001045,146,178,31,29,2,2,558851.625,681339.6875,2870.813285,0,Normal,0,0
30.0,1.291976,2934,3740,31,29,52,54,17820.76563,22731.07227,81.270861,0,Normal,0,0
30.1,0.00653,2054,2478,31,29,22,24,2402450.25,2909647.75,6891.271165,0,Normal,0,0
30.2,0.031397,1048,824,31,29,8,10,233652.8906,189062.6563,541.453006,0,Normal,0,0
30.3,0.0059,3728,5474,31,29,32,24,4897627.0,7113220.0,9322.033548,0,Normal,0,0
30.4,0.185839,810,9394,62,252,10,14,31382.00391,375507.8438,123.763044,0,Normal,0,0
30.5,9e-06,104,0,254,0,2,0,46222220.0,0.0,111111.1072,0,Normal,0,0
30.6,0.932043,934,556,254,252,16,10,7518.966309,4300.230469,26.822796,0,Normal,0,0
30.7,1.027261,574,768,254,252,12,14,4104.117676,5560.41748,24.336561,0,Normal,0,0
30.8,0.836304,982,710,254,252,12,8,8618.875,5949.989258,22.719011,0,Normal,0,0
30.9,0.421733,756,268,254,252,10,6,12918.12598,4249.133789,35.567528,0,Normal,0,0
31.0,30.977985,184,112,0,0,4,4,35.63821,21.692825,0.225967,0,Normal,0,0
31.1,1.131158,2878,354,254,252,10,8,18324.58398,2192.443604,15.028847,0,Normal,0,0
31.2,0.001108,146,178,31,29,2,2,527075.8125,642599.25,2707.581093,0,Normal,0,0
31.3,3.583727,24848,1094788,31,29,442,858,55343.50391,2441063.25,362.471818,0,Normal,0,0
31.4,0.022589,1540,1644,31,29,16,18,511399.3438,550002.1875,1460.888047,0,Normal,0,0
31.5,0.069918,2958,32642,31,29,48,50,331474.0313,3660287.75,1387.339471,0,Normal,0,0
31.6,0.786584,514,268,254,252,10,6,4708.969238,2278.205566,19.0698,0,Normal,0,0
31.7,0.433096,738,268,254,252,10,6,12283.65137,4137.650879,34.634354,0,Normal,0,0
31.8,0.005573,2054,2478,31,29,22,24,2815001.0,3409295.0,8074.645863,0,Normal,0,0
31.9,1.615426,2934,3740,31,29,52,54,14252.58789,18179.72461,64.998337,0,Normal,0,0
32.0,0.018183,1540,1644,31,29,16,18,635318.6875,683275.5625,1814.881994,0,Normal,0,0
32.1,0.462874,12648,13202,31,29,126,124,216871.1094,226342.375,537.943377,0,Normal,0,0
32.2,0.050872,2542,23612,31,29,40,44,389841.1563,3628872.25,1631.545783,0,Normal,0,0
32.3,3.544913,13246,548216,31,29,230,438,29764.33984,1234366.0,188.156942,0,Normal,0,0
32.4,0.049024,8928,424,31,29,14,8,1352970.0,60541.77344,428.361612,0,Normal,0,0
32.5,0.029964,3702,48606,31,29,62,60,972633.8125,12760913.0,4038.17915,0,Normal,0,0
32.6,0.268503,534,268,254,252,10,6,14331.31055,6674.040527,55.865295,0,Normal,0,0
32.7,0.021849,37938,3276,31,29,54,40,13633942.0,1169847.5,4256.48755,0,Normal,0,0
32.8,0.048263,320,1946,31,29,6,8,44257.50781,282286.6563,269.357487,0,Normal,0,0
32.9,0.001672,528,304,31,29,4,4,1894736.75,1090909.125,4186.602765,0,Normal,0,0
33.0,0.00472,568,320,31,29,4,4,722033.875,406779.6563,1483.050821,0,Normal,0,0
33.1,0.828189,774,556,254,252,14,10,6945.274414,4839.475098,27.771438,0,Normal,0,0
33.2,0.005472,2054,2478,31,29,22,24,2866959.0,3472222.0,8223.683876,0,Normal,0,0
33.3,0.013996,1048,824,31,29,8,10,524149.75,424121.1563,1214.632717,0,Normal,0,0
33.4,0.367446,320,1910,31,29,6,8,5813.099121,36402.62891,35.379348,0,Normal,0,0
33.5,0.065171,4862,75600,31,29,84,86,589832.875,9172300.0,2593.177814,0,Normal,0,0
33.6,0.000974,146,178,31,29,2,2,599589.3125,731006.125,3080.082059,0,Normal,0,0
33.7,0.001019,132,164,31,29,2,2,518155.0625,643768.4375,2944.062924,0,Normal,0,0
33.8,0.693068,534,354,254,252,10,8,5552.124512,3578.292236,24.528617,0,Normal,0,0
33.9,0.040241,7816,15092,31,29,122,126,1541114.75,2976665.75,6138.018544,0,Normal,0,0
34.0,0.252909,1958,2308,31,29,22,24,59120.07813,69969.82813,177.929608,0,Normal,0,0
34.1,0.007668,424,8824,31,29,8,12,387063.125,8439228.0,2477.829884,0,Normal,0,0
34.2,0.004981,1470,1728,31,29,22,14,2254969.0,2577795.75,7026.701499,0,Normal,0,0
34.3,0.063477,4014,59460,31,29,68,70,498448.25,7386738.5,2158.261977,0,Normal,0,0
34.4,0.017958,1540,1644,31,29,16,18,643278.75,691836.5,1837.621085,0,Normal,0,0
34.5,0.001052,146,178,31,29,2,2,555133.0625,676806.125,2851.711087,0,Normal,0,0
34.6,1.055415,610,354,254,252,10,8,4161.395996,2349.786621,16.107407,0,Normal,0,0
34.7,0.513726,534,268,254,252,10,6,7490.374512,3488.240723,29.198445,0,Normal,0,0
34.8,0.135407,258,86,254,60,6,2,12702.44531,2540.489014,51.695998,0,Normal,0,0
34.9,0.030866,4238,63516,31,29,72,74,1083392.75,16240005.0,4697.725531,0,Normal,0,0
35.0,0.695433,68199,612,254,252,60,14,771467.5625,6545.562012,104.970569,0,Normal,0,0
35.1,0.001055,146,178,31,29,2,2,553554.5,674881.5,2843.601894,0,Normal,0,0
35.2,0.023644,37372,3276,31,29,52,40,12401962.0,1081035.375,3848.756508,0,Normal,0,0
35.3,0.005745,2054,2478,31,29,22,24,2730722.25,3307223.5,7832.897892,0,Normal,0,0
35.4,0.0042,568,312,31,29,4,4,811428.625,445714.3125,1666.666726,0,Normal,0,0
35.5,10.227168,24848,1094788,31,29,442,858,19393.05273,855378.9375,127.014633,0,Normal,0,0
35.6,0.178159,2158,2582,31,29,24,26,92905.77344,111495.9141,275.035224,0,Normal,0,0
35.7,0.325459,802,1324,62,252,10,8,17747.24219,28488.99609,52.233921,0,Normal,0,0
35.8,4.999872,320,0,63,0,4,0,384.009827,0.0,0.600015,0,Normal,0,0
35.9,8.275508,450,0,254,0,10,0,391.516754,0.0,1.087547,0,Normal,0,0
36.0,0.035075,520,304,31,29,4,4,88952.24219,52002.84766,199.572337,0,Normal,0,0
36.1,0.014144,1540,1644,31,29,16,18,816742.125,878393.6875,2333.144851,0,Normal,0,0
36.2,0.02198,1540,1644,31,29,16,18,525568.6875,565241.125,1501.364832,0,Normal,0,0
36.3,0.018268,2230,13500,31,29,34,36,948105.9375,5747755.5,3777.096493,0,Normal,0,0
36.4,0.314396,490,268,254,252,10,6,11221.5166,5699.818359,47.710532,0,Normal,0,0
36.5,0.032028,3718,50036,31,29,62,62,913950.25,12296490.0,3840.389563,0,Normal,0,0
36.6,0.005674,1920,4312,31,29,22,24,2584420.25,5827282.5,7930.913079,0,Normal,0,0
36.7,0.035655,3614,45696,31,29,60,62,797419.75,10087562.0,3393.633497,0,Normal,0,0
36.8,0.010936,2230,13500,31,29,34,36,1583760.0,9601316.0,6309.436501,0,Normal,0,0
36.9,18.379004,25784,1094788,31,29,460,858,11198.86621,475983.5938,71.657857,0,Normal,0,0
37.0,1e-05,1064,0,254,0,2,0,425600000.0,0.0,100000.0025,0,Normal,0,0
37.1,0.00347,424,8824,31,29,8,12,855331.375,18648990.0,5475.504145,0,Normal,0,0
37.2,0.019771,1540,1644,31,29,16,18,584290.125,628395.125,1669.111293,0,Normal,0,0
37.3,0.036601,1540,1644,31,29,16,18,315619.7813,339444.2813,901.614721,0,Normal,0,0
37.4,1.001906,1106,758,254,252,12,8,8096.567871,5301.894531,18.963854,0,Normal,0,0
37.5,0.198947,2958,32642,31,29,48,50,116493.3359,1286372.75,487.567047,0,Normal,0,0
37.6,0.065284,3614,50036,31,29,60,62,435512.5313,6032596.0,1853.440386,0,Normal,0,0
37.7,0.003865,1052,824,31,29,8,10,1906338.875,1535834.375,4398.4475,0,Normal,0,0
37.8,0.001021,146,178,31,29,2,2,571988.25,697355.5625,2938.295862,0,Normal,0,0
37.9,0.001004,130,162,31,29,2,2,517928.3125,645418.375,2988.047923,0,Normal,0,0
38.0,0.004814,568,320,31,29,4,4,707935.1875,398836.75,1454.092271,0,Normal,0,0
38.1,0.005005,4320,2456,31,29,18,18,6521478.5,3708291.5,6993.006771,0,Normal,0,0
38.2,0.010873,2230,13500,31,29,34,36,1592936.625,9656948.0,6345.994585,0,Normal,0,0
38.3,2.683849,2934,3740,31,29,52,54,8578.723633,10942.49316,39.122915,0,Normal,0,0
38.4,0.004297,568,312,31,29,4,4,793111.5,435652.7813,1629.04356,0,Normal,0,0
38.5,0.702779,534,268,254,252,10,6,5475.405762,2549.876953,21.343837,0,Normal,0,0
38.6,0.032012,3182,39076,31,29,52,54,779957.5,9584656.0,3280.019923,0,Normal,0,0
38.7,0.039867,7818,15180,31,29,122,126,1555973.625,3022048.5,6195.600559,0,Normal,0,0
38.8,0.578908,17802,354,254,252,20,8,233708.9688,4283.927246,46.639533,0,Normal,0,0
38.9,57.113773,1068,536,254,252,20,12,142.172363,68.915077,0.542776,0,Normal,0,0
39.0,0.073319,568,320,31,29,4,4,46481.80859,26186.93555,95.473202,0,Normal,0,0
39.1,0.001014,146,178,31,29,2,2,575936.875,702169.625,2958.579772,0,Normal,0,0
39.2,0.035125,520,304,31,29,4,4,88825.625,51928.82813,199.288265,0,Normal,0,0
39.3,0.388728,534,268,254,252,10,6,9898.953125,4609.907227,38.587393,0,Normal,0,0
39.4,0.00094,130,162,31,29,2,2,553191.5,689361.6875,3191.489368,0,Normal,0,0
39.5,2.093381,872,1318,62,252,10,10,2999.931885,4536.202637,9.076227,0,Normal,0,0
39.6,1e-05,1064,0,254,0,2,0,425600000.0,0.0,100000.0025,0,Normal,0,0
39.7,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,0,0
39.8,0.875142,1078,354,254,252,10,8,8876.274414,2833.825928,19.425419,0,Normal,0,0
39.9,0.671416,608,646,254,252,10,10,6529.483887,6934.598145,28.298403,0,Normal,0,0
40.0,0.003868,1052,824,31,29,8,10,1904860.375,1534643.125,4395.036062,0,Normal,0,0
40.1,0.00206,544,304,31,29,4,4,1584466.0,885436.875,3398.05811,0,Normal,0,0
40.2,0.96703,926,1096,62,252,12,8,7023.566895,7933.569824,19.647788,0,Normal,0,0
40.3,0.649891,9400,12298,31,29,106,114,114628.4531,150068.2344,336.979576,0,Normal,0,0
40.4,0.000975,130,162,31,29,2,2,533333.375,664615.375,3076.92316,0,Normal,0,0
40.5,0.005307,1470,1832,31,29,22,16,2116450.0,2589787.0,6971.923703,0,Normal,0,0
40.6,1.34254,516,268,254,252,10,6,2770.867188,1334.783325,11.172851,0,Normal,0,0
40.7,0.001054,146,178,31,29,2,2,554079.6875,675521.8125,2846.299829,0,Normal,0,0
40.8,0.648664,4480,3080,31,29,28,30,53278.73828,36727.79688,87.872921,0,Normal,0,0
40.9,0.240045,7952,268,254,252,14,6,246087.2031,7465.26709,79.151827,0,Normal,0,0
41.0,0.477319,574,268,254,252,10,6,8665.064453,3754.302734,31.425525,0,Normal,0,0
41.1,0.001105,130,162,31,29,2,2,470588.2188,586425.3125,2714.932048,0,Normal,0,0
41.2,0.025603,37492,3380,31,29,52,42,11489591.0,1031129.188,3632.386819,0,Normal,0,0
41.3,0.031914,3806,51808,31,29,64,66,939274.3125,12790374.0,4042.113247,0,Normal,0,0
41.4,0.001076,146,178,31,29,2,2,542750.9375,661710.0,2788.103975,0,Normal,0,0
41.5,0.122031,2230,13500,31,29,34,36,141931.1406,860437.0625,565.430081,0,Normal,0,0
41.6,0.632591,534,268,254,252,10,6,6082.919434,2832.793945,23.712003,0,Normal,0,0
41.7,0.021844,2542,23508,31,29,40,42,907892.3125,8404688.0,3708.112131,0,Normal,0,0
41.8,0.018057,1540,1644,31,29,16,18,639751.875,688043.4375,1827.546115,0,Normal,0,0
41.9,3e-06,90,0,254,0,2,0,119999992.0,0.0,333333.3215,0,Normal,0,0
42.0,0.829597,864,1120,62,252,10,8,7502.437988,9450.37207,20.491877,0,Normal,0,0
42.1,1.14858,1684,10168,31,29,14,18,10893.45117,66893.03906,26.989849,0,Normal,0,0
42.2,0.001756,520,304,31,29,4,4,1776765.375,1038724.375,3986.332612,0,Normal,0,0
42.3,0.034792,7820,15306,31,29,122,126,1783398.5,3491607.5,7099.333473,0,Normal,0,0
42.4,0.015847,2646,23404,31,29,42,40,1303969.25,11519657.0,5111.377754,0,Normal,0,0
42.5,0.001019,146,178,31,29,2,2,573110.9375,698724.25,2944.062924,0,Normal,0,0
42.6,0.55557,676,268,254,252,10,6,8769.37207,3225.516113,26.999298,0,Normal,0,0
42.7,0.005584,3936,2456,31,29,18,18,5326647.5,3323782.25,6267.908148,0,Normal,0,0
42.8,0.353286,8928,320,31,29,14,6,187745.9063,6046.092773,53.78079,0,Normal,0,0
42.9,1.007428,1684,10168,31,29,14,18,12419.74512,76265.49219,30.771428,0,Normal,0,0
43.0,0.026989,2958,32642,31,29,48,50,858720.25,9482382.0,3594.056849,0,Normal,0,0
43.1,7e-06,78,0,254,0,2,0,44571428.0,0.0,142857.1409,0,Normal,0,0
43.2,0.959587,790,1242,62,252,10,8,5927.550293,9062.232422,17.715955,0,Normal,0,0
43.3,0.635921,2516,268,254,252,10,6,28494.10547,2817.960205,23.587836,0,Normal,0,0
43.4,0.005357,130,162,31,29,2,2,97069.25781,120963.2266,560.014929,0,Normal,0,0
43.5,0.354351,424,8824,31,29,8,12,8375.875977,182621.1719,53.61915,0,Normal,0,0
43.6,0.004813,568,312,31,29,4,4,708082.25,388946.5938,1454.39432,0,Normal,0,0
43.7,17.349169,24952,1094788,31,29,444,858,11479.97363,504237.6563,74.989183,0,Normal,0,0
43.8,4.999215,268,0,63,0,4,0,321.650482,0.0,0.600094,0,Normal,0,0
43.9,7.157289,1580,10168,31,29,12,18,1619.607666,10734.79102,4.051813,0,Normal,0,0
44.0,0.103135,528,304,31,29,4,4,30717.02148,17685.55859,67.872208,0,Normal,0,0
44.1,0.001042,130,162,31,29,2,2,499040.3125,621881.0,2879.078645,0,Normal,0,0
44.2,0.001046,146,178,31,29,2,2,558317.375,680688.3125,2868.068701,0,Normal,0,0
44.3,14.525534,18058,1087900,31,29,338,746,9916.331055,598362.5625,74.558362,0,Normal,0,0
44.4,0.103948,2054,2478,31,29,22,24,150921.625,182783.7031,432.908774,0,Normal,0,0
44.5,1.004433,1580,10168,31,29,12,18,11540.83887,76492.90625,28.872009,0,Normal,0,0
44.6,0.524411,568,268,254,252,10,6,7810.66748,3417.166992,28.603518,0,Normal,0,0
44.7,8e-06,364,0,254,0,2,0,182000000.0,0.0,125000.0003,0,Normal,0,0
44.8,0.73047,774,556,254,252,14,10,7874.382324,5486.878418,31.486577,0,Normal,0,0
44.9,0.877578,2616,682,254,252,12,12,21860.16406,5706.615234,26.208496,0,Normal,0,0
45.0,0.00106,130,162,31,29,2,2,490566.0313,611320.75,2830.188576,0,Normal,0,0
45.1,0.016853,2958,32642,31,29,48,50,1375185.5,15185428.0,5755.652118,0,Normal,0,0
45.2,0.000993,130,162,31,29,2,2,523665.6563,652568.0,3021.148054,0,Normal,0,0
45.3,2.375825,7814,14990,31,29,122,126,26096.19922,50077.76563,103.963889,0,Normal,0,0
45.4,0.000993,146,178,31,29,2,2,588116.8125,717019.125,3021.148054,0,Normal,0,0
45.5,0.816549,858,1434,62,252,10,10,7573.335938,12648.35254,23.268659,0,Normal,0,0
45.6,0.067666,2958,32642,31,29,48,50,342505.8438,3782106.25,1433.511626,0,Normal,0,0
45.7,0.024403,536,304,31,29,4,4,131787.0781,74744.90625,286.849975,0,Normal,0,0
45.8,1.072342,786,682,254,252,14,12,5446.023438,4670.151855,23.313457,0,Normal,0,0
45.9,0.069531,37938,3380,31,29,54,42,4284247.0,379686.75,1366.297025,0,Normal,0,0
46.0,1.149129,2028,678,254,252,14,12,13116.02051,4330.23584,21.755607,0,Normal,0,0
46.1,0.833772,802,1204,62,252,10,10,6927.553223,10400.92481,22.788004,0,Normal,0,0
46.2,0.046842,3062,32642,31,29,50,50,512531.4688,5463473.0,2113.487833,0,Normal,0,0
46.3,0.003889,8928,320,31,29,14,6,17055284.0,549241.4375,4885.574644,0,Normal,0,0
46.4,2.225568,834,354,254,252,10,8,2699.5354,1114.322266,7.638499,0,Normal,0,0
46.5,0.001114,146,178,31,29,2,2,524237.0,639138.25,2692.998243,0,Normal,0,0
46.6,1.539531,7810,14540,31,29,122,126,40251.21875,74957.89063,160.438472,0,Normal,0,0
46.7,0.666139,588,268,254,252,10,6,6365.038086,2690.12915,22.517823,0,Normal,0,0
46.8,0.404302,5048,3080,31,29,28,30,96324.03125,58926.25,140.98372,0,Normal,0,0
46.9,0.001073,146,178,31,29,2,2,544268.375,663560.125,2795.899292,0,Normal,0,0
47.0,0.004085,1032,824,31,29,8,10,1768421.0,1453121.125,4161.566566,0,Normal,0,0
47.1,0.010556,2438,19266,31,29,38,40,1799166.25,14236453.0,7294.429511,0,Normal,0,0
47.2,0.030645,4238,63516,31,29,72,74,1091205.75,16357122.0,4731.603879,0,Normal,0,0
47.3,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,0,0
47.4,0.001021,146,178,31,29,2,2,571988.25,697355.5625,2938.295862,0,Normal,0,0
47.5,0.010959,2438,19266,31,29,38,40,1733004.75,13712930.0,7026.188311,0,Normal,0,0
47.6,9e-06,90,0,254,0,2,0,40000000.0,0.0,111111.1072,0,Normal,0,0
47.7,0.001025,130,162,31,29,2,2,507317.0625,632195.125,2926.829254,0,Normal,0,0
47.8,0.002527,528,304,31,29,4,4,1253660.5,721804.5625,2770.083194,0,Normal,0,0
47.9,0.001061,146,178,31,29,2,2,550424.125,671065.0,2827.521083,0,Normal,0,0
48.0,3.821688,1540,1644,31,29,16,18,3022.748047,3250.919434,8.634928,0,Normal,0,0
48.1,1e-06,104,0,254,0,2,0,416000000.0,0.0,1000000.003,0,Normal,0,0
48.2,0.001019,146,178,31,29,2,2,573110.9375,698724.25,2944.062924,0,Normal,0,0
48.3,13.170996,1080,882,254,252,14,12,609.217407,491.382751,1.89811,0,Normal,0,0
48.4,0.743686,37358,3380,31,29,52,42,394144.8438,35498.85156,125.052774,0,Normal,0,0
48.5,0.004469,568,320,31,29,4,4,762586.75,429626.3438,1566.346008,0,Normal,0,0
48.6,0.036155,528,304,31,29,4,4,87622.73438,50449.45313,193.61084,0,Normal,0,0
48.7,0.000108,503,0,64,0,2,0,18666666.0,0.0,9259.259244,0,Normal,0,0
48.8,0.001127,146,178,31,29,2,2,518189.9063,631765.75,2661.934417,0,Normal,0,0
48.9,4e-06,1064,0,254,0,2,0,1064000000.0,0.0,250000.0006,0,Normal,0,0
49.0,0.043796,2302,34406,31,29,30,42,406612.4688,6135172.5,1621.152649,0,Normal,0,0
49.1,1.015743,1684,10168,31,29,14,18,12318.07617,75641.17969,30.519531,0,Normal,0,0
49.2,0.001044,146,178,31,29,2,2,559386.9375,681992.3125,2873.563127,0,Normal,0,0
49.3,0.001044,146,178,31,29,2,2,559386.9375,681992.3125,2873.563127,0,Normal,0,0
49.4,0.001006,146,178,31,29,2,2,580516.9375,707753.5,2982.107425,0,Normal,0,0
49.5,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,0,0
49.6,0.681786,1540,1644,31,29,16,18,16943.73242,18222.72656,48.402285,0,Normal,0,0
49.7,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,0,0
49.8,0.001035,146,178,31,29,2,2,564251.25,687922.75,2898.550823,0,Normal,0,0
49.9,0.149159,2054,2478,31,29,22,24,105176.3594,127380.8516,301.691485,0,Normal,0,0
50.0,10.485553,360,0,254,0,8,0,240.330673,0.0,0.667585,0,Normal,1,1
50.1,0.114922,3926,57474,31,29,66,68,269191.2813,3942082.5,1157.306675,0,Normal,1,0
50.2,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
50.3,0.085931,3806,54798,31,29,64,66,348838.0,5024310.0,1501.204401,0,Normal,1,0
50.4,0.065848,4342,63618,31,29,74,74,520471.375,7624711.5,2232.414033,0,Normal,1,0
50.5,0.09111,544,304,31,29,4,4,35824.82813,20019.75586,76.830206,0,Normal,1,0
50.6,2.405727,7818,15800,31,29,122,126,25785.13867,52125.61719,102.67167,0,Normal,1,0
50.7,0.001143,146,178,31,29,2,2,510936.1563,622922.125,2624.67198,0,Normal,1,0
50.8,0.001077,146,178,31,29,2,2,542246.9375,661095.625,2785.515187,0,Normal,1,0
50.9,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
51.0,0.720809,37808,3380,31,29,54,42,411848.375,36625.51563,131.79636,0,Normal,1,0
51.1,0.05599,4014,59460,31,29,68,70,565100.9375,8374495.5,2446.865541,0,Normal,1,0
51.2,0.006306,1470,1728,31,29,22,14,1781160.75,2036156.0,5550.269537,0,Normal,1,0
51.3,0.013805,1540,1644,31,29,16,18,836798.25,899963.75,2390.438228,0,Normal,1,0
51.4,0.787096,7820,15736,31,29,122,126,78831.54688,158679.5,313.811775,0,Normal,1,0
51.5,1.004866,1580,10168,31,29,12,18,11535.86621,76459.94531,28.859569,0,Normal,1,0
51.6,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
51.7,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
51.8,0.569081,534,268,254,252,10,6,6761.778809,3148.936523,26.358286,0,Normal,1,0
51.9,1.150896,1684,10168,31,29,14,18,10871.53027,66758.42188,26.935537,0,Normal,1,0
52.0,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
52.1,1e-06,168,0,254,0,2,0,672000000.0,0.0,1000000.003,1,Reconnaissance,1,0
52.2,0.004365,568,304,31,29,4,4,780756.0,417869.4063,1603.665542,0,Normal,1,0
52.3,1.004845,1580,10168,31,29,12,18,11536.10742,76461.53906,28.860172,0,Normal,1,0
52.4,0.006982,3728,5474,31,29,32,24,4138642.25,6010885.0,7877.398937,0,Normal,1,0
52.5,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
52.6,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
52.7,0.147375,320,1888,31,29,6,8,14493.63867,89675.99219,88.210346,0,Normal,1,0
52.8,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
52.9,0.027347,3718,45592,31,29,62,60,1070391.625,13115296.0,4424.616909,0,Normal,1,0
53.0,8e-06,116,0,254,0,2,0,58000000.0,0.0,125000.0003,1,Reconnaissance,1,0
53.1,0.581979,534,268,254,252,10,6,6611.922852,3079.148926,25.774127,0,Normal,1,0
53.2,0.031888,3614,50036,31,29,60,62,891620.625,12350476.0,3794.530779,0,Normal,1,0
53.3,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
53.4,0.069494,37808,3276,31,29,54,40,4271793.0,367801.5313,1338.244998,0,Normal,1,0
53.5,0.004694,3936,2456,31,29,18,18,6336600.0,3953984.0,7456.327407,0,Normal,1,0
53.6,0.001049,132,164,31,29,2,2,503336.5313,625357.5,2859.866662,0,Normal,1,0
53.7,1.010067,2516,354,254,252,10,8,17939.4043,2455.282715,16.830567,0,Normal,1,0
53.8,0.018443,1540,1644,31,29,16,18,626362.3125,673643.125,1789.296794,0,Normal,1,0
53.9,0.819709,978,86,62,252,6,2,7954.041992,419.661133,8.539616,0,Normal,1,0
54.0,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
54.1,0.754138,534,354,254,252,10,8,5102.514648,3288.522705,22.542294,0,Normal,1,0
54.2,9e-06,200,0,254,0,2,0,88888888.0,0.0,111111.1072,1,Reconnaissance,1,0
54.3,0.003911,1064,2260,31,29,12,12,1996420.25,4238302.0,5880.848571,0,Normal,1,0
54.4,0.949774,2934,3742,31,29,52,54,24241.55664,30937.88477,110.552613,0,Normal,1,0
54.5,28.430037,17434,1087900,31,29,326,746,4890.883789,305716.6563,37.671425,0,Normal,1,0
54.6,0.52969,632,268,254,252,10,6,8593.705078,3383.110596,28.318449,0,Normal,1,0
54.7,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
54.8,1.2e-05,2050,0,254,0,2,0,683333312.0,0.0,83333.33039,0,Normal,1,0
54.9,0.001135,130,162,31,29,2,2,458149.7813,570925.125,2643.171742,0,Normal,1,0
55.0,0.034013,4550,72810,31,29,78,80,1056537.25,16911182.0,4615.882246,0,Normal,1,0
55.1,0.972105,904,642,254,252,16,12,6978.669922,4847.212891,27.774777,0,Normal,1,0
55.2,0.718189,558,354,254,252,10,8,5602.981934,3453.130127,23.670649,0,Normal,1,0
55.3,0.00821,4320,2456,31,29,18,18,3975639.75,2260657.75,4263.093969,0,Normal,1,0
55.4,0.018325,1540,1644,31,29,16,18,630395.6875,677980.9375,1800.818639,0,Normal,1,0
55.5,1.159828,1684,10168,31,29,14,18,10787.80664,66244.30469,26.728102,0,Normal,1,0
55.6,0.13106,4862,75600,31,29,84,86,293300.7813,4561025.5,1289.48569,0,Normal,1,0
55.7,0.224485,8928,320,31,29,14,6,295467.4063,9515.112305,84.638174,0,Normal,1,0
55.8,0.283731,37230,3276,31,29,52,40,1029566.688,90085.32031,320.726306,0,Normal,1,0
55.9,1.252662,19618,1087890,31,29,368,746,124949.9141,6938389.0,888.507874,0,Normal,1,0
56.0,1.891945,564,354,254,252,10,8,2148.053955,1310.820312,8.985462,1,Reconnaissance,1,0
56.1,1.206137,534,268,254,252,10,6,3190.35083,1485.735107,12.436399,0,Normal,1,0
56.2,0.001064,146,178,31,29,2,2,548872.1875,669172.9375,2819.548997,0,Normal,1,0
56.3,7e-06,168,0,254,0,2,0,96000000.0,0.0,142857.1409,1,Reconnaissance,1,0
56.4,1e-05,1098,0,254,0,2,0,439200000.0,0.0,100000.0025,0,Normal,1,0
56.5,0.017837,1540,1644,31,29,16,18,647642.5625,696529.75,1850.086986,0,Normal,1,0
56.6,0.853084,564,354,254,252,10,8,4763.891602,2907.099365,19.927697,1,Reconnaissance,1,0
56.7,0.534702,534,268,254,252,10,6,7196.531738,3351.399414,28.053009,0,Normal,1,0
